Longitude,Latitude,Presence
-56.5931133983895,-19.0055537530525,1
-56.6298343141781,-19.0165634131823,1
-56.7777559318325,-19.1570215744996,1
-56.6221895045757,-18.9943721294836,1
-56.6785470981392,-21.1993491903382,1
-56.7902926593557,-19.1734065546567,1
-56.8027896742544,-19.1272072285191,1
-56.6337378422639,-18.9809753325699,1
-56.6126419177827,-18.983851317813,1
-56.6459001767915,-18.9755825649247,1
-56.9969745876679,-19.6821318201154,1
-55.6151706259518,-21.5661913355151,1
-57.2557914525823,-21.5490115437158,1
-55.6648202163587,-19.4543106510081,1
-51.38610194559,-19.8539213668246,1
-52.768602021558,-19.726956128997,1
-52.872463720966,-20.0470916881612,1
-51.4596688057996,-19.6269723161536,1
-51.2845766861671,-19.9334013077303,1
-51.6575811790249,-19.945186887661,1
-54.3111402782436,-20.3490650119479,1
-55.461150268687,-21.0494946757897,1
-55.4091973275822,-19.9574728188691,1
-51.6250945954042,-20.1922717268788,1
-55.0849380668447,-20.9153122837527,1
-55.2158638241533,-20.0939445169726,1
-52.3056894468211,-21.0289771966673,1
-51.8841255235359,-20.4034367510542,1
-55.6931076611248,-21.1224339857392,1
-51.740189597976,-20.4780939041484,1
-54.2702463942997,-19.8169402634441,1
-54.7851498383008,-20.772228893859,1
-55.776843162314,-20.4499430320639,1
-55.8314992232851,-20.4883331282854,1
-42.8052869410803,-17.5690863335765,1
-48.3979716561643,-17.4193931178971,1
-54.7772538783782,-6.48990982111858,1
-53.8310602013849,-4.86286147464744,1
-57.1209780860607,-25.5818388419383,1
-37.0265410377216,-7.27810378185451,1
-36.8956848194953,-7.58771897288338,1
-36.7607791555097,-7.07951956607858,1
-36.9607558585954,-8.78520410018064,1
-37.0196688913202,-8.50341019696503,1
-37.2980694924649,-8.72210735188153,1
-43.4702622588235,-8.04920569384863,1
-43.5710299602283,-8.57381246087511,1
-36.6519026274026,-5.47914856416226,1
-36.7905206218563,-5.4332127263568,1
-36.748123933537,-5.5673214574872,1
-37.2563015012407,-5.46765144601377,1
-36.9021163642431,-5.68999426175859,1
-37.0677172158409,-5.70913845712963,1
-46.7553666191007,-10.295818554638,1
-50.0843803461254,-9.96318171479219,1
-50.2305448610549,-11.0259597682926,1
-47.7835147829402,-10.9518545537409,1
-48.3543726985194,-10.1748028398579,1
-50.0856305481932,-9.68517692843614,1
-48.9642538925714,-8.7349559072033,1
-48.939776874107,-8.71568791682446,1
-48.9242611103986,-8.73237483489954,1
-48.9472570227721,-8.75211840145154,1
-48.9836173833881,-8.72326213088732,1
-70.256001179541,0.21338279784334,1
-37.5193757511823,-10.7555609929507,1
-37.4710375133772,-10.5827471361622,1
